index,polarity,subjectivity,speaker,speaker_name,text,applause,attack,agree,noun_phrases,people,locations,topic,autotopic
20,0.07,0.24666666666666665,klobuchar,AMY KLOBUCHAR,"Well, first, the economy. We know that not everyone is sharing in this prosperity. And Donald Trump just sits in the White House and gloats about what's going on, when you have so many people that are having trouble affording college and having trouble affording their premiums.",False,False,False,['white house'],[],[],"economy, economic-inequality, trump","['healthcare', 'economic-inequality']"
21,0.45416666666666666,0.6453703703703704,klobuchar,AMY KLOBUCHAR,"So I do get concerned about paying for college for rich kids. I do. But I think my plan is a good one. And my plan would be to, first of all, make community college free and make sure that everyone else besides that top percentile gets help with their education.",False,False,False,"['rich kids', 'community college', 'top percentile']",[],[],free-college,['education']
22,0.41250000000000003,0.4583333333333333,klobuchar,AMY KLOBUCHAR,"My own dad and my sister got their first degrees with community college. There's many paths to success, as well as certifications.",False,False,False,"['own dad', 'community college']",[],[],community-college,['education']
23,0.0,0.0,klobuchar,AMY KLOBUCHAR,"Secondly, I'd used Pell grants. I'd double them from $6,000 to $12,000 a year and expand it to the number of families that get covered, to families that make up to $100,000.",False,False,False,"['secondly', 'pell', ""'d double""]",[],[],community-college,['misc']
24,0.25,0.3125,klobuchar,AMY KLOBUCHAR,"And then the third thing I would do is make it easier for students to pay off their student loans. Because I can tell you this:  If billionaires can pay off their yachts, students should be able to pay off their student loans.",False,False,False,"['student loans', 'student loans']",[],[],student-loans,['misc']
25,0.19999999999999998,0.34285714285714286,moderator,GUTHRIE,"That's time, thank you. Congressman O'Rourke, what we've just been discussing and talking about is how much fundamental change to the economy is desirable and how much is actually doable. In that vein, some Democrats want a marginal individual tax rate of 70 percent on the very highest earners, those making more than $10 million a year. Would you support that? And if not, what would your top individual rate be?",False,False,False,"[""'s time"", ""o'rourke"", 'marginal individual tax rate', 'top individual rate']",[],[],taxes,"['economic-inequality', 'taxes']"
26,0.39285714285714285,0.7123015873015872,orourke,BETO O'ROURKE,"This economy has got to work for everyone. And right now, we know that it isn't. And it's going to take all of us coming together to make sure that it does.",False,False,False,[],[],[],economic-inequality,['economic-inequality']
27,0.29714285714285715,0.40714285714285714,orourke,O'ROURKE,"Right now, we have a system that favors those who can pay for access and outcomes. That's how you explain an economy that is rigged to corporations and to the very wealthiest. A $2 trillion tax cut that favored corporations while they were sitting on record piles of cash and the very wealthiest in this country at a time of historic wealth inequality.",False,False,False,"['right', 'trillion tax', 'record piles', 'historic wealth inequality']",[],[],"corporations, tax-cuts","['economic-inequality', 'taxes', 'corporate-power']"
28,0.25757575757575757,0.4696969696969697,orourke,O'ROURKE,"A new democracy that is revived because we've returned power to the people, no PACs, no gerrymandering, automatic and same-day voter registration to bring in more voters, and a new Voting Rights Act to get rid of the barriers that are in place now...",False,False,False,"['new democracy', 'pacs', 'same-day voter registration', 'voting']",[],[],"voting-rights, democracy",['misc']
29,0.0,0.0,moderator,GUTHRIE,Congressman O'Rourke…,False,False,False,"[""o'rourke…""]",[],[],misc,['misc']
30,0.0,0.0,orourke,O'ROURKE,That's how we each have a voice in our democracy and make this economy work for everybody.,False,False,False,['economy work'],[],[],democracy,['economic-inequality']
31,0.05,0.4,moderator,GUTHRIE,"Congressman, that's time, sir. I'll give you 10 seconds to answer if you want to answer the direct question. Would you support a 70 percent individual marginal tax rate? Yes, no, or pass?",False,False,False,"[""'s time"", 'direct question', 'individual marginal tax rate']",[],[],taxes,['taxes']
32,0.32857142857142857,0.5202380952380952,orourke,O'ROURKE,I would support a tax rate and a tax code that is fair to everyone. Tax capital at the same right...,False,False,False,"['tax rate', 'tax code', 'tax capital', 'right ...']",[],[],taxes,['taxes']
33,0.0,0.0,moderator,GUTHRIE,Seventy percent?,False,False,False,['seventy'],[],[],taxes,['misc']
34,-0.125,0.25,orourke,O'ROURKE,... that you -- you tax ordinary income. Take that corporate tax rate up to 28 percent. You would generate the revenues...,False,False,False,"['ordinary income', 'corporate tax rate', 'revenues ...']",[],[],taxes,['taxes']
35,0.5,0.5,moderator,GUTHRIE,"OK, that's time.",False,False,False,"[""'s time""]",[],[],misc,['misc']
36,0.0,0.0,orourke,O'ROURKE,... you need to pay for the programs we're talking about.,False,False,False,[],[],[],taxes,['misc']
37,0.3507936507936507,0.5896825396825397,moderator,GUTHRIE,"That's time. Thank you.         Senator Booker, there is a debate in this party right now about the role of corporations, as you know. Senator Warren in particular put out a plan to break up tech companies like Facebook, Amazon, and Google. You've said we should not, quote, ""be running around pointing at companies and breaking them up without any kind of process."" Why do you disagree?",False,False,False,"[""'s time"", 'booker', 'warren', 'tech companies', 'facebook', 'amazon', 'google']",[],[],corporations,['corporate-power']
38,-0.16666666666666666,0.3333333333333333,booker,CORY BOOKER,"I don't think I disagree. I think we have a serious problem in our country with corporate consolidation. And you see the evidence of that in how dignity is being stripped from labor, and we have people that work full-time jobs and still can't make a living wage.",False,False,False,"['serious problem', 'corporate consolidation', 'full-time jobs', ""ca n't""]",[],[],"corporations, economic-inequality","['economic-inequality', 'jobs']"
39,-0.125,0.25,booker,CORY BOOKER,We see that because consumer prices are being raised by pharmaceutical companies that often have monopolistic holds on drugs. And you see that by just the fact that this is actually an economy that's hurting small businesses and not allowing them to compete.,False,False,False,"['consumer prices', 'pharmaceutical companies', 'small businesses']",[],[],"pharmaceuticals, economic-inequality",['economic-inequality']
40,0.2438888888888889,0.3755555555555555,booker,CORY BOOKER,One of the most aggressive bills in the Senate to deal with corporate consolidation is mine about corporate consolidation in the ag sector. So I feel very strongly about the need to check the corporate consolidation and let the free market work.,False,False,False,"['aggressive bills', 'corporate consolidation', 'corporate consolidation', 'ag sector', 'corporate consolidation', 'free market work']",[],[],corporations,['misc']
41,-0.06293290043290042,0.38690476190476186,booker,CORY BOOKER,"And I'll tell you this. I live in a low-income black and brown community. I see every single day that this economy is not working for average Americans. The indicators that are being used, from GDP to Wall Street's rankings, is not helping people in my community. It is about time that we have an economy that works for everybody, not just the wealthiest in our nation.",False,False,False,"['brown community', 'gdp', 'wall', ""street 's rankings""]",[],[],economic-inequality,['economic-inequality']
42,0.13690476190476192,0.39583333333333326,moderator,GUTHRIE,"But quickly, Senator Booker, you did say that you didn't think it was right to name names, to name companies and single them out, as Senator Warren has. Briefly, why is that?",False,False,False,"['booker', 'warren', 'briefly']",[],[],corporations,['misc']
43,0.13214285714285715,0.5285714285714286,booker,BOOKER,"Well, again, I will single out companies like Halliburton or Amazon that pay nothing in taxes and our need to change that. And when it comes to antitrust law, what I will do is, number one, appoint judges that will enforce it, number two, have a DOJ and a Federal Trade Commission that will go through the processes necessary to check this kind of corporate concentration.",False,False,False,"['halliburton', 'amazon', 'antitrust law', 'doj', 'federal trade commission', 'corporate concentration']",[],[],"corporations, taxes",['taxes']
44,0.1,0.1,booker,BOOKER,"At the end of the day, we have too much of a problem with corporate power growing. We see that with everything from Citizens United and the way they're trying to influence Washington. It's about time that we have a president that fights for the people in this country...",False,False,False,"['corporate power', 'washington', 'country ...']",[],[],corporations,['misc']
45,0.0,0.0,moderator,GUTHRIE,"That's time, sir.",False,False,False,"[""'s time""]",[],[],misc,['misc']
46,0.0,0.0,booker,BOOKER,We need to have someone that's a champion for them.,False,False,False,[],[],[],misc,['misc']
47,0.0,0.0,moderator,GUTHRIE,"Thank you, Senator. Senator Warren, I mentioned you...",False,False,False,['warren'],[],[],misc,['misc']
48,-0.2,0.2,moderator,GUTHRIE,Are you picking winners and losers?,False,False,False,[],[],[],misc,['misc']
49,-0.009999999999999998,0.34500000000000003,warren,WARREN,"So the way I understand this, it's there is way too much consolidation now in giant industries in this country. That hurts workers. It hurts small businesses. It hurts independent farmers. It hurts our economy overall.",False,False,False,"['giant industries', 'hurts workers', 'small businesses', 'independent farmers', 'economy overall']",[],[],"economic-inequality, corporations",['economic-inequality']
50,0.2,0.30000000000000004,warren,WARREN,And it helps constrict real innovation and growth in this economy.,False,False,False,['real innovation'],[],[],"economic-inequality, innovation",['economic-inequality']
51,0.0625,0.26875,warren,WARREN,"Now, look, we've had the laws out there for a long time to be able to fight back. What's been missing is courage, courage in Washington to take on the giants. That's part of the corruption in this system.",False,False,False,"['long time', 'washington', ""'s part""]",[],[],corruption,['misc']
52,0.16238095238095238,0.633968253968254,warren,WARREN,"It has been far too long that the monopolies have been making the campaign contributions, have been funding the super PACs, have been out there making sure that their influence is heard and felt in every single decision that gets made in Washington. Where I want to start this is I want to return government to the people, and that means calling out the names of the monopolists and saying I have the courage to go after them.",False,False,False,"['campaign contributions', 'pacs', 'washington']",[],[],corruption,['corporate-power']
53,0.0,0.0,moderator,GUTHRIE,Thank you.,False,False,False,[],[],[],misc,['misc']
54,0.35,0.45,moderator,HOLT,"Secretary Castro, the next question is for you. Democrats have been talking about the pay gap for decades. What would you do to ensure that women are paid fairly in this country?",False,False,False,['castro'],[],[],gender-pay-gap,['misc']
55,0.05610544217687076,0.36579931972789115,castro,JULIÁN CASTRO,"Thank you very much for that question, Lester. You know, I grew up with a mother who raised my brother, Joaquin, and me as a single parent. And I know what it's like to struggle. I know what it's like to rent a home and to worry about whether you're going to be able to pay the rent at the first of the month and to see a mom work very, very hard and know that moms across this country are getting paid less simply because they're women.",False,False,False,"['lester', 'joaquin', 'mom work', ""'re women""]",[],[],"gender-pay-gap, economic-inequality",['misc']
56,-0.01,0.35,castro,JULIÁN CASTRO,"I would do several things, starting with something we should have done a long time ago, which is to pass the Equal Rights Amendment finally in this country.",False,False,False,"['long time', 'amendment']",[],[],gender-pay-gap,['misc']
57,0.125,0.35648148148148145,castro,JULIÁN CASTRO,"And also pursue legislation so that women are paid equal pay for equal work in this country. It's past time that we did that. And, you know, we have to do this. If we want to be the most prosperous nation in the 21st century, we need to make sure that women are paid what they deserve.",False,False,False,"['pursue legislation', 'equal work', ""'s past time"", 'prosperous nation']",[],[],gender-pay-gap,['misc']
58,0.09523809523809523,0.30357142857142855,moderator,HOLT,"All right, thank you. I want to put the same question to Congresswoman Gabbard. Your thoughts on equal pay?",False,False,False,"['congresswoman gabbard', 'your']",[],[],gender-pay-gap,['misc']
59,0.24214285714285716,0.5238095238095237,gabbard,TULSI GABBARD,"First of all, let's recognize the situation we're in, that the American people deserve a president who will put your interests ahead of the rich and powerful. That's not what we have right now.",False,False,False,['american people deserve'],[],[],trump,['misc']
60,-0.020833333333333332,0.20833333333333334,gabbard,TULSI GABBARD,"I enlisted in the Army National Guard after the Al Qaida terror attacks on 9/11 so I could go after those who had attacked us on that day. I still serve as a major. I served over 16 years, deployed twice to the Middle East, and in Congress served on the Foreign Affairs and Armed Services Affairs for over six years.",False,False,False,"['national guard', 'al qaida', 'terror attacks', 'congress']",[],[],military,['misc']
61,-0.12194805194805194,0.45636363636363636,gabbard,TULSI GABBARD,"I know the importance of our national security, as well as the terribly high cost of war. And for too long, our leaders have failed us, taking us from one regime change war to the next, leading us into a new cold war and arms race, costing us trillions of our hard-earned taxpayer dollars and countless lives.",False,False,False,"['national security', 'high cost', 'new cold war', 'arms race', 'taxpayer dollars', 'countless lives']",[],[],"national-security, war","['foreign-policy', 'taxes']"
62,0.15,0.4,gabbard,TULSI GABBARD,"This insanity must end. As president, I will take your hard-earned taxpayer dollars and instead invest those dollars into serving your needs, things like health care, a green economy, good-paying jobs, protecting our environment, and so much more.",False,False,False,"['taxpayer dollars', 'health care', 'green economy']",[],[],"healthcare, climate-change, jobs","['healthcare', 'climate-change', 'economic-inequality', 'taxes', 'jobs']"
63,0.45000000000000007,0.8,moderator,DIAZ-BALART,"Mayor De Blasio, good evening. You're the mayor of the biggest city in the United States, but it's also one of the cities in the country with the greatest gap between the wealthy and the poor. How would you address income inequality?",False,False,False,"['de blasio', 'good evening', 'address income inequality']",[],[],economic-inequality,['economic-inequality']
64,-0.04448051948051947,0.5529220779220779,deblasio,BILL DE BLASIO,"Well, we've been addressing income inequality in New York City by raising wages, by raising benefits, by putting money back in the hands of working people, $15 minimum wage, paid sick days, pre-K for all, things that are making a huge difference in working people's lives.",False,False,False,"['income inequality', 'york', 'minimum wage', 'sick days', 'huge difference', ""people 's""]",[],[],"economic-inequality, minimum-wage, working-class",['economic-inequality']
65,0.17222222222222225,0.4759259259259259,deblasio,BILL DE BLASIO,"But let me tell you, what we're hearing here already in the first round of questions is that battle for the heart and soul of our party. I want to make it clear. This is supposed to be the party of working people. Yes, we're supposed to be for a 70 percent tax rate on the wealthy. Yes, we're supposed to be for free college, free public college, for our young people. We are supposed to break up big corporations when they're not serving our democracy.",False,False,False,"[""'re hearing"", 'percent tax rate', 'free college', 'free public college', 'young people', 'big corporations']",[],[],"working-class, free-college, corporations","['economic-inequality', 'taxes', 'education', 'corporate-power']"
66,0.041450216450216446,0.5311038961038962,deblasio,BILL DE BLASIO,"This Democratic Party has to be strong and bold and progressive. And in New York, we've proven that we can do something very different, we can put money back in the hands of working people. And let me tell you, every time you talk about investing in people and their communities, you hear folks say there's not enough money. What I say to them every single time is, there's plenty of money in this world, there's plenty of money in this country. It's just in the wrong hands. Democrats have to fix that.",False,False,False,"['democratic party', 'york', ""'s plenty"", ""'s plenty"", 'wrong hands']",[],[],"economic-inequality, corporations",['misc']
67,0.0,0.0,moderator,DIAZ-BALART,"Congressman Delaney, do you agree?",False,False,False,['delaney'],[],[],misc,['misc']
68,0.18163265306122447,0.33718820861678006,delaney,JOHN DELANEY,"I think we have to do real things to help American workers and the American people. Right? This is the issue that all of us hear on the campaign trail. We need to make sure everyone has a living wage. And I've called for a doubling of the earned income tax credit, raising the minimum wage, and creating paid family leave. That will create a situation where people actually have a living wage. That gets right to workers.",False,False,False,"['real things', 'american workers', 'american people', 'right', 'campaign trail', 'income tax credit', 'minimum wage']",[],[],"taxes, minimum-wage, family-leave","['economic-inequality', 'taxes']"
69,0.0012500000000000011,0.29833333333333334,delaney,JOHN DELANEY,"Then we've got to fix our public education system. It's not delivering the results our kids needs, nor is college and post high school career and technical training programs doing that. You know, I'm very different than everyone else here on the stage. Prior to being in Congress, I was an entrepreneur. I started two businesses. I created thousands of jobs. I spent my whole career helping small- to mid-sized businesses all over the country, 5,000 of them I supported. The Obama administration gave me an award for lending to disadvantaged communities.",False,False,False,"['public education system', 'kids needs', 'post high school career', 'technical training programs', 'congress', 'whole career', 'obama']",[],[],"education, small-businesses","['foreign-policy', 'jobs', 'education']"
70,0.5,0.8888888888888888,delaney,JOHN DELANEY,"I know how to create jobs. We need a short-term strategy which is to put money in the pockets of workers with the earned income tax credit, raising the minimum wage, and creating family leave, and then we need to have a long-term strategy to make sure this country is competitive and we're creating jobs everywhere in this country.",False,False,False,"['short-term strategy', 'income tax credit', 'minimum wage', 'long-term strategy', 'jobs everywhere']",[],[],"jobs, minimum-wage, family-leave","['economic-inequality', 'taxes', 'jobs']"
71,0.0,0.0,moderator,DIAZ-BALART,"Thank you. Governor Inslee, how would you address income inequality?",False,False,False,"['inslee', 'address income inequality']",[],[],economic-inequality,['economic-inequality']
72,0.165625,0.6375,inslee,JAY INSLEE,"Well, I'm a little bit surprised. I think plans are great, but I'm a governor. And we've got to realize the people who brought us the weekend, unions, need -- are going to bring us a long overdue raise in America.",False,False,False,"['long overdue', 'america']",[],[],unions,['economic-inequality']
73,0.2892857142857143,0.7589285714285714,inslee,JAY INSLEE,"And I'm proud of standing up for unions. I've got a plan to reinvigorate collective bargaining so we can increase wages finally. I marched with the SEIU folks. It is not right that the CEO of McDonald's makes 2,100 times more than the people slinging cash at McDonald's.",False,False,False,"['collective bargaining', 'seiu', 'ceo', 'mcdonald', 'mcdonald']",[],[],"unions, economic-inequality",['economic-inequality']
74,-0.022222222222222216,0.30833333333333335,inslee,JAY INSLEE,"And the next thing I'll do is put people to work in the jobs of the present and the future. Look it, Donald Trump is simply wrong. He says wind turbines cause cancer. We know they cause jobs. And we know that we can put millions of people to work in the clean energy jobs of the future.",False,False,False,['clean energy jobs'],[],[],"trump, jobs, clean-energy","['climate-change', 'jobs']"
75,0.0,0.125,inslee,JAY INSLEE,"IBEW members, machinists, we're doing it in my state today. And then we can do what America always does:  lead the world and invent the future and put people to work. That's what we're going to do...",False,False,False,"['ibew', 'america']",[],[],"jobs, innovation",['misc']
76,0.0,0.0625,moderator,DIAZ-BALART,"So, Congressman Ryan, President Trump, and you just referred to him, promise of manufacturing jobs were all coming back to places like your home state of Ohio. Can you make that same promise?",False,False,False,"['ryan', 'home state', 'ohio']",[],[],"trump, jobs",['jobs']
77,0.08939393939393941,0.3924242424242424,ryan,TIM  RYAN,"Yes, I believe you can, but, first, let's say the president came, he said don't sell your house to people in Youngstown, Ohio. And then his administration just in the last two years, we lost $4,000 -- 4,000 jobs at a General Motors facility. That rippled throughout our community. General Motors got a tax cut. General Motors got a bailout. And then they have the audacity to move a new car that they're going to produce to Mexico.",False,False,False,"['youngstown', 'ohio', 'motors', 'motors', 'motors', 'new car', 'mexico']",[],[],"trump, jobs","['taxes', 'jobs']"
78,-0.06818181818181818,0.45454545454545453,ryan,TIM  RYAN,"I've had family members that have to unbolt a machine from the factory floor, put it in a box, and ship it to China. My area where I come from in northeast Ohio, this issue we're talking about here, it's been going on 40 years. This is not a new phenomenon in the United States of America.",False,False,False,"['family members', 'factory floor', 'china', 'ohio', 'new phenomenon', 'america']",[],[],jobs,['misc']
79,0.11111111111111112,0.2222222222222222,ryan,TIM  RYAN,"The bottom 60 percent haven't seen a raise since 1980. Meanwhile, the top 1 percent control 90 percent of the wealth. We need an industrial policy saying we're going to dominate building electric vehicles, there's going to be 30 million made in the next 10 years. I want half of them made in the United States. I want to dominate the solar industry...",False,False,False,"['percent control', 'industrial policy', 'electric vehicles', 'solar industry ...']",[],[],"economic-inequality, jobs, clean-energy",['misc']
80,0.0,0.0,moderator,DIAZ-BALART,Thank you.,False,False,False,[],[],[],misc,['misc']
81,0.0,0.0,ryan,RYAN,... and manufacture those here in the United States.,False,False,False,[],[],[],"jobs, manufacturing",['misc']
82,0.0,0.0,moderator,DIAZ-BALART,"Senator Warren, are they coming back? Are these jobs coming back?",False,False,False,['warren'],[],[],jobs,['jobs']
83,0.08333333333333333,0.75,warren,WARREN,"So we've had an industrial policy in the United States for decades now, and it's basically been let giant corporations do whatever they want to do. Giant corporations have exactly one loyalty, and that is to profits. And if they can save a nickel by moving a job to Mexico or to Asia or to Canada, they're going to do it.",False,False,False,"['industrial policy', 'giant corporations', 'giant', 'mexico', 'asia', 'canada']",[],[],"jobs, corporations",['corporate-power']
84,0.10666666666666669,0.4600000000000001,warren,WARREN,"So here's what I propose for an industrial policy. Start with a place where there's a real need. There's going to be a worldwide need for green technology, ways to clean up the air, ways to clean up the water. And we can be the ones to provide that. We need to go tenfold in our research and development on green energy going forward.",False,False,False,"['industrial policy', 'start', 'real need', 'worldwide need', 'green technology', 'green energy']",[],[],"clean-energy, jobs",['foreign-policy']
85,0.2857142857142857,0.5357142857142857,warren,WARREN,"And then we need to say any corporation can come and use that research. They can make all kinds of products from it, but they have to be manufactured right here in the United States of America.",False,False,False,['america'],[],[],clean-energy,['corporate-power']
86,-0.11851851851851854,0.1962962962962963,warren,WARREN,"And then we have to double down and sell it around the world. There's a $23 trillion market coming for green products. We should be the leaders and the owners, and we should have that 1.2 million manufacturing jobs here in America.",False,False,False,"['trillion market', 'green products', 'america']",[],[],jobs,['jobs']
87,0.0,0.0,moderator,DIAZ-BALART,Thank you.,False,False,False,[],[],[],misc,['misc']
88,0.0,0.0,warren,WARREN,We can do this.,False,False,False,[],[],[],misc,['misc']
89,0.2542857142857143,0.42928571428571427,moderator,HOLT,"All right. We're going to turn to the issue of health care right now and really try to understand where there may or may not be daylight between you. Many people watching at home have health insurance coverage through their employer. Who here would abolish their private health insurance in favor of a government-run plan? Just a show of hands, start off with.",False,False,False,"['health care', 'health insurance coverage', 'who', 'private health insurance', 'government-run plan']",[],[],healthcare,['healthcare']
90,0.24642857142857144,0.3776785714285714,moderator,HOLT,"All right, well, Senator Klobuchar, let me put the question to you. You're one of the Democrats who wants to keep private insurance in addition to a government health care plan. Why is an incremental approach in your view better than a sweeping overhaul?",False,False,False,"['klobuchar', 'private insurance', 'government health care plan', 'incremental approach']",[],[],"healthcare, private-insurance",['healthcare']
91,0.05763888888888889,0.31200396825396826,klobuchar,KLOBUCHAR,"Well, I think it's a bold approach. It's something that Barack Obama wanted to do when we were working on the Affordable Care Act. And that is a public option.         I am just simply concerned about kicking half of America off of their health insurance in four years, which is exactly what this bill says. So let me go on beyond that.         There is a much bigger issue in addition to that, and that is pharmaceuticals. The president literally went on TV, on Fox, and said that people's heads would spin when they see how much he would bring down pharmaceutical prices. Instead, 2,500 drugs have gone up in double-digits since he came into office. Instead, he gave $100 billion in giveaways to the pharma companies.",False,False,False,"['bold approach', 'barack obama', 'care', 'public option', 'america', 'health insurance', 'fox', ""people 's heads"", 'pharmaceutical prices', 'pharma companies']",[],[],"healthcare, private-insurance, pharmaceuticals",['healthcare']
92,0.0,0.0,klobuchar,KLOBUCHAR,"For the rest of us, for the rest of America, that's what we call at home all foam and no beer. We got nothing out of it.",False,False,False,['america'],[],[],misc,['misc']
93,0.08166666666666667,0.6283333333333333,klobuchar,KLOBUCHAR,"And so my proposal is to do something about pharma, to take them on, to allow negotiation under Medicare, to bring in less expensive drugs from other countries. And pharma thinks they own Washington? Well, they don't own me.",False,False,False,"['medicare', 'expensive drugs', 'washington']",[],[],pharmaceuticals,['misc']
94,0.0,0.3583333333333334,moderator,HOLT,"Your time is up. Thank you. Senator Warren, you signed on to Bernie Sanders' Medicare for all plan. It would put essentially everybody on Medicare and then eliminate private plans that offer similar coverage. Is that the plan or path that you would pursue as president?",False,False,False,"['your', 'warren', 'bernie sanders', 'medicare', 'medicare', 'private plans', 'similar coverage']",[],[],"healthcare, medicare",['misc']
95,0.0,0.0,warren,WARREN,"So, yes. I'm with Bernie on Medicare for all. And let me tell you why.",False,False,False,"['bernie', 'medicare']",[],[],medicare,['misc']
