index,polarity,subjectivity,speaker,speaker_name,text,applause,attack,agree,noun_phrases,people,locations,topic
23,0.2587121212121212,0.35890151515151514,trump,trump,"Now, we must step boldly and bravely into the next chapter of this great American adventure, and we must create a new standard of living for the 21st century.",False,False,False,"['great american adventure', 'new standard']",[],[],future
24,0.6000000000000001,0.9,trump,trump,An amazing quality of life for all of our citizens is within our reach.,False,False,False,['amazing quality'],[],[],misc
25,0.16666666666666666,0.3333333333333333,trump,trump,"We can make our communities safer, our families stronger, our culture richer, our faith deeper, and our middle class bigger and more prosperous than ever before.",False,False,False,"['communities safer', 'middle class']",[],[],"middle-class, faith, safety"
26,0.04999999999999999,0.7000000000000001,trump,trump,"But we must reject the politics of revenge, resistance, and retribution -- and embrace the boundless potential of cooperation, compromise, and the common good.",False,False,False,['boundless potential'],[],[],unity
27,0.0,0.1,trump,trump,"Together, we can break decades of political stalemate.",False,False,False,"['together', 'political stalemate']",[],[],unity
28,0.13434343434343435,0.4056818181818182,trump,trump,"We can bridge old divisions, heal old wounds, build new coalitions, forge new solutions, and unlock the extraordinary promise of America's future.",False,False,False,"['old divisions', 'old wounds', 'new coalitions', 'new solutions', 'america', ""'s future""]",[],[],"unity, america"
29,0.0,0.0,trump,trump,The decision is ours to make.,False,False,False,[],[],[],misc
30,0.325,0.7,trump,trump,"We must choose between greatness or gridlock, results or resistance, vision or vengeance, incredible progress or pointless destruction.",False,False,False,"['incredible progress', 'pointless destruction']",[],[],"unity, progress"
31,0.0,0.0,trump,trump,"Tonight, I ask you to choose greatness.",False,False,False,[],[],[],"unity, progress"
32,0.16666666666666666,0.18888888888888888,trump,trump,"Over the last 2 years, my Administration has moved with urgency and historic speed to confront problems neglected by leaders of both parties over many decades.",False,False,False,['historic speed'],[],[],progress
33,0.3666666666666667,0.6666666666666666,trump,trump,"In just over 2 years since the election, we have launched an unprecedented economic boom -- a boom that has rarely been seen before.",False,False,False,['unprecedented economic boom'],[],[],economic-growth
34,0.001515151515151525,0.7272727272727273,trump,trump,"We have created 5.3 million new jobs and importantly added 600,000 new manufacturing jobs -- something which almost everyone said was impossible to do, but the fact is, we are just getting started.",False,False,False,['new jobs'],[],[],jobs
35,0.0,0.1,trump,trump,"Wages are rising at the fastest pace in decades, and growing for blue collar workers, who I promised to fight for, faster than anyone else.",False,False,False,"['wages', 'blue collar workers']",[],[],jobs
36,0.1,0.4,trump,trump,Nearly 5 million Americans have been lifted off food stamps.,False,False,False,['food stamps'],[],[],jobs
37,0.15000000000000002,0.8,trump,trump,"The United States economy is growing almost twice as fast today as when I took office, and we are considered far and away the hottest economy anywhere in the world.",False,False,False,[],[],[],economic-growth
38,-0.16666666666666666,0.16666666666666666,trump,trump,Unemployment has reached the lowest rate in half a century.,False,False,False,['unemployment'],[],[],jobs
39,0.0,0.0,trump,trump,"African-American, Hispanic-American and Asian-American unemployment have all reached their lowest levels ever recorded.",False,False,False,"['african-american', 'hispanic-american', 'asian-american']",[],[],"jobs, african-americans, hispanic-americans, asian-americans"
40,0.0,0.3,trump,trump,Unemployment for Americans with disabilities has also reached an all-time low.,False,False,False,['unemployment'],[],[],"jobs, disabilities"
41,0.5,0.5,trump,trump,More people are working now than at any time in our history --- 157 million.,False,False,False,[],[],[],jobs
42,0.0,1.0,trump,trump,We passed a massive tax cut for working families and doubled the child tax credit.,False,False,False,"['massive tax', 'child tax credit']",[],[],"tax-cut, middle-class"
43,-0.25,0.4,trump,trump,"We virtually ended the estate, or death, tax on small businesses, ranches, and family farms.",False,False,False,"['small businesses', 'family farms']",[],[],tax-cut
44,-0.0035714285714285726,0.5589285714285714,trump,trump,"We eliminated the very unpopular Obamacare individual mandate penalty -- and to give critically ill patients access to life-saving cures, we passed right to try.",False,False,False,"['obamacare', 'individual mandate penalty', 'patients access']",[],[],healthcare
45,0.09375,0.45,trump,trump,My Administration has cut more regulations in a short time than any other administration during its entire tenure.,False,False,False,"['short time', 'entire tenure']",[],[],deregulation
46,0.10357142857142856,0.15714285714285714,trump,trump,Companies are coming back to our country in large numbers thanks to historic reductions in taxes and regulations.,False,False,False,"['companies', 'large numbers thanks', 'historic reductions']",[],[],"deregulation, tax-cut"
47,0.05,0.2,trump,trump,We have unleashed a revolution in American energy -- the United States is now the number one producer of oil and natural gas in the world.,False,False,False,"['american energy', 'natural gas']",[],[],"energy-policy, oil, natural-gas"
48,0.125,0.16666666666666666,trump,trump,"And now, for the first time in 65 years, we are a net exporter of energy.",False,False,False,['net exporter'],[],[],"energy-policy, trade"
49,0.3,0.5875,trump,trump,"After 24 months of rapid progress, our economy is the envy of the world, our military is the most powerful on earth, and America is winning each and every day.",False,False,False,"['rapid progress', 'america']",[],[],"economic-growth, military, america"
50,0.4333333333333333,0.7333333333333333,trump,trump,the State of our Union is strong.,False,False,False,[],[],[],america
51,0.16666666666666666,0.3333333333333333,trump,trump,Our country is vibrant and our economy is thriving like never before.,False,False,False,[],[],[],"america, economic-growth"
52,-0.03333333333333333,0.15555555555555556,trump,trump,"On Friday, it was announced that we added another 304,000 jobs last month alone -- almost double what was expected.",False,False,False,[],[],[],"jobs, economic-growth"
53,-0.04444444444444443,0.7333333333333334,trump,trump,"An economic miracle is taking place in the United States -- and the only thing that can stop it are foolish wars, politics, or ridiculous partisan investigations.",False,False,False,"['economic miracle', 'foolish wars', 'ridiculous partisan investigations']",[],[],"economic-growth, war, politics, investigations"
54,0.0,0.0,trump,trump,"If there is going to be peace and legislation, there cannot be war and investigation.",False,False,False,[],[],[],"war, investigation"
55,0.0,0.0,trump,trump,It just doesn't work that way!,False,False,False,"[""n't work""]",[],[],"war, investigation"
56,0.0,0.0,trump,trump,We must be united at home to defeat our adversaries abroad.,False,False,False,[],[],[],unity
57,0.1990909090909091,0.6236363636363637,trump,trump,This new era of cooperation can start with finally confirming the more than 300 highly qualified nominees who are still stuck in the Senate -- some after years of waiting.,False,False,False,['new era'],[],[],"unity, senate-confirmations"
58,-0.5,0.65,trump,trump,"The Senate has failed to act on these nominations, which is unfair to the nominees and to our country.",False,False,False,[],[],[],senate-confirmations
59,0.1,0.1,trump,trump,Now is the time for bipartisan action.,False,False,False,['bipartisan action'],[],[],unity
60,0.0,1.0,trump,trump,"Believe it or not, we have already proven that it is possible.",False,False,False,['believe'],[],[],unity
61,0.28939393939393937,0.5702020202020202,trump,trump,"In the last Congress, both parties came together to pass unprecedented legislation to confront the opioid crisis, a sweeping new Farm Bill, historic VA reforms, and after four decades of rejection, we passed VA Accountability so we can finally terminate those who mistreat our wonderful veterans.",False,False,False,"['congress', 'unprecedented legislation', 'opioid crisis', 'new farm', 'bill', 'va', 'va accountability', 'wonderful veterans']",[],[],"opiod-crisis, farm-bill, veterans"
62,-0.4,0.55,trump,trump,"And just weeks ago, both parties united for groundbreaking criminal justice reform.",False,False,False,"['just weeks', 'criminal justice reform']",[],[],criminal-justice-reform
63,0.0,0.06666666666666667,trump,trump,"Last year, I heard through friends the story of Alice Johnson.",False,False,False,['alice johnson'],[],[],criminal-justice-reform
64,0.0,0.4,trump,trump,I was deeply moved.,False,False,False,[],[],[],criminal-justice-reform
65,0.0,0.0,trump,trump,"In 1997, Alice was sentenced to life in prison as a first-time non-violent drug offender.",False,False,False,"['alice', 'first-time non-violent drug offender']",[],[],criminal-justice-reform
66,0.3333333333333333,0.5,trump,trump,"Over the next two decades, she became a prison minister, inspiring others to choose a better path.",False,False,False,['prison minister'],[],[],criminal-justice-reform
67,0.05,0.55,trump,trump,She had a big impact on that prison population -- and far beyond.,False,False,False,"['big impact', 'prison population']",[],[],criminal-justice-reform
68,-0.4,0.55,trump,trump,Alice's story underscores the disparities and unfairness that can exist in criminal sentencing -- and the need to remedy this injustice.,False,False,False,"['alice', ""'s story underscores""]",[],[],criminal-justice-reform
69,-0.1,0.4,trump,trump,She served almost 22 years and had expected to be in prison for the rest of her life.,False,False,False,[],[],[],criminal-justice-reform
70,0.0,0.0,trump,trump,"In June, I commuted Alice's sentence -- and she is here with us tonight.",False,False,False,"['june', 'alice', ""'s sentence""]",[],[],criminal-justice-reform
71,0.6,1.0,trump,trump,"Alice, thank you for reminding us that we always have the power to shape our own destiny.",False,False,False,"['alice', 'own destiny']",[],[],criminal-justice-reform
72,0.31190476190476185,0.7119047619047619,trump,trump,"When I saw Alice's beautiful family greet her at the prison gates, hugging and kissing and crying and laughing, I knew I did the right thing.",False,False,False,"['alice', 'beautiful family', 'prison gates', 'right thing']",[],[],criminal-justice-reform
73,0.25,0.3333333333333333,trump,trump,"Inspired by stories like Alice's, my Administration worked closely with members of both parties to sign the First Step Act into law.",False,False,False,"['inspired', 'alice', 'step']",[],[],criminal-justice-reform
74,-0.5,0.9,trump,trump,This legislation reformed sentencing laws that have wrongly and disproportionately harmed the African-American community.,False,False,False,['african-american'],[],[],criminal-justice-reform
75,0.25,0.3333333333333333,trump,trump,"The First Step Act gives non-violent offenders the chance to re-enter society as productive, law-abiding citizens.",False,False,False,"['step', 'non-violent offenders', 're-enter society']",[],[],criminal-justice-reform
76,0.0,0.1,trump,trump,"Now, States across the country are following our lead.",False,False,False,[],[],[],criminal-justice-reform
77,0.0,0.0,trump,trump,America is a Nation that believes in redemption.,False,False,False,"['america', 'nation']",[],[],america
78,0.0,0.0,trump,trump,We are also joined tonight by Matthew Charles from Tennessee.,False,False,False,"['matthew charles', 'tennessee']",[],[],criminal-justice-reform
79,0.0,0.4,trump,trump,"In 1996, at age 30, Matthew was sentenced to 35 years for selling drugs and related offenses.",False,False,False,['matthew'],[],[],criminal-justice-reform
80,0.25,0.25,trump,trump,"Over the next two decades, he completed more than 30 Bible studies, became a law clerk, and mentored fellow inmates.",False,False,False,"['bible', 'law clerk', 'fellow inmates']",[],[],criminal-justice-reform
81,0.2875,0.3833333333333333,trump,trump,"Now, Matthew is the very first person to be released from prison under the First Step Act.",False,False,False,"['matthew', 'step']",[],[],criminal-justice-reform
82,0.8,0.9,trump,trump,"Matthew, on behalf of all Americans: welcome home.",False,False,False,['matthew'],[],[],criminal-justice-reform
83,0.5,1.0,trump,trump,"As we have seen, when we are united, we can make astonishing strides for our country.",False,False,False,[],[],[],criminal-justice-reform
84,0.0,0.0,trump,trump,"Now, Republicans and Democrats must join forces again to confront an urgent national crisis.",False,False,False,['urgent national crisis'],[],[],unity
85,0.13333333333333333,0.19999999999999998,trump,trump,"The Congress has 10 days left to pass a bill that will fund our Government, protect our homeland, and secure our southern border.",False,False,False,"['congress', 'southern border']",[],[],"government-funding, border-wall"
86,-0.5,0.5333333333333333,trump,trump,"Now is the time for the Congress to show the world that America is committed to ending illegal immigration and putting the ruthless coyotes, cartels, drug dealers, and human traffickers out of business.",False,False,False,"['congress', 'america', 'illegal immigration', 'ruthless coyotes', 'drug dealers', 'human traffickers']",[],[],"immigration, crime"
87,0.21428571428571427,0.42857142857142855,trump,trump,"As we speak, large, organized caravans are on the march to the United States.",False,False,False,[],[],[],caravan
88,-0.22916666666666666,0.3333333333333333,trump,trump,"We have just heard that Mexican cities, in order to remove the illegal immigrants from their communities, are getting trucks and buses to bring them up to our country in areas where there is little border protection.",False,False,False,"['mexican cities', 'illegal immigrants', 'border protection']",[],[],"immigration, border-wall"
89,0.16666666666666666,0.5,trump,trump,"I have ordered another 3,750 troops to our southern border to prepare for the tremendous onslaught.",False,False,False,"['southern border', 'tremendous onslaught']",[],[],"immigration, border-wall"
90,0.0,0.25,trump,trump,This is a moral issue.,False,False,False,['moral issue'],[],[],"immigration, border-wall"
91,0.0,0.0,trump,trump,"The lawless state of our southern border is a threat to the safety, security, and financial wellâ€‘being of all Americans.",False,False,False,"['lawless state', 'southern border']",[],[],"crime, america"
92,0.0,0.25,trump,trump,We have a moral duty to create an immigration system that protects the lives and jobs of our citizens.,False,False,False,"['moral duty', 'immigration system']",[],[],"immigration, crime"
93,0.0,0.0,trump,trump,"This includes our obligation to the millions of immigrants living here today, who followed the rules and respected our laws.",False,False,False,[],[],[],immigration
94,0.1,0.35,trump,trump,Legal immigrants enrich our Nation and strengthen our society in countless ways.,False,False,False,"['legal', 'immigrants enrich', 'nation', 'countless ways']",[],[],immigration
95,0.2,0.2,trump,trump,"I want people to come into our country, but they have to come in legally.",False,False,False,[],[],[],immigration
96,-0.09333333333333334,0.5333333333333333,trump,trump,"Tonight, I am asking you to defend our very dangerous southern border out of love and devotion to our fellow citizens and to our country.",False,False,False,"['dangerous southern border', 'fellow citizens']",[],[],"immigration, crime, america"
97,0.0,0.3666666666666667,trump,trump,No issue better illustrates the divide between America's working class and America's political class than illegal immigration.,False,False,False,"['america', 'america', 'political class', 'illegal immigration']",[],[],"immigration, working-class"
98,0.033333333333333326,0.7333333333333334,trump,trump,Wealthy politicians and donors push for open borders while living their lives behind walls and gates and guards.,False,False,False,['wealthy'],[],[],immigration
99,-0.11666666666666667,0.14166666666666666,trump,trump,"Meanwhile, working class Americans are left to pay the price for mass illegal migration -- reduced jobs, lower wages, overburdened schools and hospitals, increased crime, and a depleted social safety net.",False,False,False,"['illegal migration', 'social safety net']",[],[],"immigration, working-class, jobs, schools, crime"
100,-0.75,0.75,trump,trump,Tolerance for illegal immigration is not compassionate -- it is cruel.,False,False,False,"['tolerance', 'illegal immigration']",[],[],immigration
101,0.225,0.6166666666666667,trump,trump,One in three women is sexually assaulted on the long journey north.,False,False,False,['long journey'],[],[],"sexual-assault, immigration"
102,0.0,0.1,trump,trump,Smugglers use migrant children as human pawns to exploit our laws and gain access to our country.,False,False,False,"['smugglers', 'migrant children', 'human pawns', 'gain access']",[],[],"human-trafficking, immigration"
103,0.0,0.35,trump,trump,Human traffickers and sex traffickers take advantage of the wide open areas between our ports of entry to smuggle thousands of young girls and women into the United States and to sell them into prostitution and modern-day slavery.,False,False,False,"['human traffickers', 'sex traffickers', 'wide open areas', 'smuggle thousands', 'young girls', 'modern-day slavery']",[],[],"human-trafficking, immigration"
104,0.09999999999999999,0.2333333333333333,trump,trump,"Tens of thousands of innocent Americans are killed by lethal drugs that cross our border and flood into our cities -- including meth, heroin, cocaine, and fentanyl.",False,False,False,"['tens', 'lethal drugs']",[],[],"drugs, immigration"
105,0.0,0.19999999999999998,trump,trump,"The savage gang, MS-13, now operates in 20 different American States, and they almost all come through our southern border.",False,False,False,"['savage gang', 'ms-13', 'southern border']",[],[],"gang-violence, immigration"
106,0.13636363636363635,0.45454545454545453,trump,trump,"Just yesterday, an MS-13 gang member was taken into custody for a fatal shooting on a subway platform in New York City.",False,False,False,"['ms-13', 'gang member', 'subway platform', 'york']",[],[],"gang-violence, immigration"
107,0.2,0.3,trump,trump,"We are removing these gang members by the thousands, but until we secure our border they're going to keep streaming back in.",False,False,False,['gang members'],[],[],"gang-violence, immigration"
108,-0.3,0.5166666666666667,trump,trump,"Year after year, countless Americans are murdered by criminal illegal aliens.",False,False,False,['illegal aliens'],[],[],"immigration, crime"
109,0.16666666666666666,0.8333333333333334,trump,trump,"I've gotten to know many wonderful Angel Moms, Dads, and families -- no one should ever have to suffer the horrible heartache they have endured.",False,False,False,"['wonderful angel', 'moms', 'dads', 'horrible heartache']",[],[],"immigration, crime"
110,0.0,0.0,trump,trump,Here tonight is Debra Bissell.,False,False,False,['debra bissell'],[],[],"immigration, crime"
111,-0.375,0.625,trump,trump,"Just three weeks ago, Debra's parents, Gerald and Sharon, were burglarized and shot to death in their Reno, Nevada, home by an illegal alien.",False,False,False,"['debra', ""'s parents"", 'gerald', 'sharon', 'reno', 'nevada', 'illegal alien']",[],[],"immigration, crime"
112,0.0,0.0,trump,trump,"They were in their eighties and are survived by four children, 11 grandchildren, and 20 great-grandchildren.",False,False,False,[],[],[],"immigration, crime"
113,0.0,0.0,trump,trump,"Also here tonight are Gerald and Sharon's granddaughter, Heather, and greatâ€‘granddaughter, Madison.",False,False,False,"['gerald', 'sharon', ""'s granddaughter"", 'heather', 'greatâ€ ‘ granddaughter', 'madison']",[],[],"immigration, crime"
114,-0.2,0.1,trump,trump,"To Debra, Heather, Madison, please stand: few can understand your pain.",False,False,False,"['debra', 'heather', 'madison']",[],[],"immigration, crime"
115,0.0,0.0,trump,trump,"But I will never forget, and I will fight for the memory of Gerald and Sharon, that it should never happen again.",False,False,False,"['gerald', 'sharon']",[],[],"immigration, crime"
116,-0.195,0.45,trump,trump,Not one more American life should be lost because our Nation failed to control its very dangerous border.,False,False,False,"['american life', 'nation', 'dangerous border']",[],[],"immigration, crime"
117,0.125,0.5041666666666667,trump,trump,"In the last 2 years, our brave ICE officers made 266,000 arrests of criminal aliens, including those charged or convicted of nearly 100,000 assaults, 30,000 sex crimes, and 4,000 killings.",False,False,False,"['ice', 'criminal aliens', 'sex crimes']",[],[],"immigration, crime"
118,0.35714285714285715,0.5714285714285714,trump,trump,We are joined tonight by one of those law enforcement heroes: ICE Special Agent Elvin Hernandez.,False,False,False,"['law enforcement heroes', 'ice', 'agent elvin hernandez']",[],[],"immigration, ice"
119,0.2,0.2,trump,trump,"When Elvin was a boy, he and his family legally immigrated to the United States from the Dominican Republic.",False,False,False,"['elvin', 'dominican']",[],[],"immigration, ice"
120,0.35714285714285715,0.5714285714285714,trump,trump,"At the age of eight, Elvin told his dad he wanted to become a Special Agent.",False,False,False,"['elvin', 'agent']",[],[],"immigration, ice"
121,0.0,0.0,trump,trump,"Today, he leads investigations into the scourge of international sex trafficking.",False,False,False,['international sex'],[],[],"human-trafficking, immigration"
122,0.3,0.6444444444444444,trump,trump,"""If I can make sure these young girls get their justice, I've done my job.""",False,False,False,['young girls'],[],[],"human-trafficking, immigration"
123,0.15999999999999998,0.3933333333333333,trump,trump,"Thanks to his work and that of his colleagues, more than 300 women and girls have been rescued from horror and more than 1,500 sadistic traffickers have been put behind bars in the last year.",False,False,False,"['thanks', 'sadistic traffickers']",[],[],"human-trafficking, immigration"
124,0.5785714285714286,0.7857142857142857,trump,trump,"Special Agent Hernandez, please stand: We will always support the brave men and women of Law Enforcement -- and I pledge to you tonight that we will never abolish our heroes from ICE.",False,False,False,"['agent hernandez', 'brave men', 'enforcement', 'ice']",[],[],"immigration, ice"
125,0.0,0.0,trump,trump,My Administration has sent to the Congress a commonsense proposal to end the crisis on our southern border.,False,False,False,"['congress', 'commonsense proposal', 'southern border']",[],[],"immigration, ice"
126,0.20727272727272728,0.5394805194805194,trump,trump,"It includes humanitarian assistance, more law enforcement, drug detection at our ports, closing loopholes that enable child smuggling, and plans for a new physical barrier, or wall, to secure the vast areas between our ports of entry.",False,False,False,"['humanitarian assistance', 'law enforcement', 'drug detection', 'enable child', 'new physical barrier', 'vast areas']",[],[],"immigration, border-wall"
127,0.08333333333333333,0.2833333333333333,trump,trump,"In the past, most of the people in this room voted for a wall -- but the proper wall never got built.",False,False,False,['proper wall'],[],[],border-wall
128,0.0,0.0,trump,trump,I'll get it built.,False,False,False,[],[],[],border-wall
129,0.12142857142857144,0.43333333333333335,trump,trump,"This is a smart, strategic, see-through steel barrier -- not just a simple concrete wall.",False,False,False,"['see-through steel barrier', 'simple concrete wall']",[],[],border-wall
130,0.11481481481481481,0.5962962962962963,trump,trump,"It will be deployed in the areas identified by border agents as having the greatest need, and as these agents will tell you, where walls go up, illegal crossings go way down.",False,False,False,"['border agents', 'illegal crossings']",[],[],border-wall
131,0.0,0.5,trump,trump,San Diego used to have the most illegal border crossings in the country.,False,False,False,"['diego', 'illegal border crossings']",[],[],border-wall
132,0.21666666666666665,0.41666666666666663,trump,trump,"In response, and at the request of San Diego residents and political leaders, a strong security wall was put in place.",False,False,False,"['san diego', 'political leaders', 'strong security wall']",[],[],border-wall
133,-0.033333333333333326,0.6333333333333333,trump,trump,This powerful barrier almost completely ended illegal crossings.,False,False,False,"['powerful barrier', 'illegal crossings']",[],[],border-wall
134,-0.185,0.735,trump,trump,"The border city of El Paso, Texas, used to have extremely high rates of violent crime -- one of the highest in the country, and considered one of our Nation's most dangerous cities.",False,False,False,"['border city', 'el paso', 'texas', 'high rates', 'violent crime', 'nation', 'dangerous cities']",[],[],border-wall
135,0.3,1.0,trump,trump,"Now, with a powerful barrier in place, El Paso is one of our safest cities.",False,False,False,"['powerful barrier', 'el paso', 'safest cities']",[],[],border-wall
136,0.0,0.35714285714285715,trump,trump,"Simply put, walls work and walls save lives.",False,False,False,"['simply', 'walls work']",[],[],border-wall
137,0.5,0.5,trump,trump,"So let's work together, compromise, and reach a deal that will truly make America safe.",False,False,False,"[""'s work"", 'america']",[],[],border-wall
138,0.2,0.2,trump,trump,"As we work to defend our people's safety, we must also ensure our economic resurgence continues at a rapid pace.",False,False,False,"[""people 's safety"", 'economic resurgence', 'rapid pace']",[],[],economic-growth
139,0.2590909090909091,0.4803030303030303,trump,trump,"No one has benefitted more from our thriving economy than women, who have filled 58 percent of the new jobs created in the last year.",False,False,False,['new jobs'],[],[],"economic-growth, jobs, women"
140,0.4671428571428572,0.5571428571428572,trump,trump,"All Americans can be proud that we have more women in the workforce than ever before -- and exactly one century after the Congress passed the Constitutional amendment giving women the right to vote, we also have more women serving in the Congress than ever before.",False,False,False,"['congress', 'constitutional', 'congress']",[],[],women
141,0.225,0.26666666666666666,trump,trump,"As part of our commitment to improving opportunity for women everywhere, this Thursday we are launching the first ever Government-wide initiative focused on economic empowerment for women in developing countries.",False,False,False,"['women everywhere', 'government-wide', 'economic empowerment']",[],[],"economic-growth, women"
142,0.46666666666666673,0.3666666666666667,trump,trump,"To build on our incredible economic success, one priority is paramount -- reversing decades of calamitous trade policies.",False,False,False,"['incredible economic success', 'calamitous trade policies']",[],[],"economic-growth, trade"
143,0.13333333333333333,0.2611111111111111,trump,trump,"We are now making it clear to China that after years of targeting our industries, and stealing our intellectual property, the theft of American jobs and wealth has come to an end.",False,False,False,"['china', 'intellectual property', 'american jobs']",[],[],"jobs, china"
144,0.0,0.125,trump,trump,"Therefore, we recently imposed tariffs on $250 billion of Chinese goods -- and now our Treasury is receiving billions of dollars a month from a country that never gave us a dime.",False,False,False,['chinese goods'],[],[],"trade, china"
145,0.0,0.0,trump,trump,But I don't blame China for taking advantage of us -- I blame our leaders and representatives for allowing this travesty to happen.,False,False,False,"[""n't blame"", 'china']",[],[],"trade, china"
146,0.4681818181818182,0.6022727272727273,trump,trump,"I have great respect for President Xi, and we are now working on a new trade deal with China.",False,False,False,"['great respect', 'xi', 'new trade', 'china']",[],[],"trade, china"
147,-0.09999999999999999,0.43333333333333335,trump,trump,"But it must include real, structural change to end unfair trade practices, reduce our chronic trade deficit, and protect American jobs.",False,False,False,"['unfair trade practices', 'chronic trade deficit', 'american jobs']",[],[],"trade, china, deficit"
148,0.0,0.0,trump,trump,Another historic trade blunder was the catastrophe known as NAFTA.,False,False,False,"['historic trade blunder', 'nafta']",[],[],trade
149,0.17045454545454544,0.4431818181818182,trump,trump,"I have met the men and women of Michigan, Ohio, Pennsylvania, Indiana, New Hampshire, and many other States whose dreams were shattered by NAFTA.",False,False,False,"['michigan', 'ohio', 'pennsylvania', 'indiana', 'hampshire', 'nafta']",[],[],"trade, jobs"
150,0.5,0.5,trump,trump,"For years, politicians promised them they would negotiate for a better deal.",False,False,False,[],[],[],"trade, jobs"
151,0.0,0.0,trump,trump,But no one ever tried -- until now.,False,False,False,[],[],[],"trade, jobs"
152,0.32329545454545455,0.4193181818181818,trump,trump,"Our new U.S.-Mexico-Canada Agreement -- or USMCA -- will replace NAFTA and deliver for American workers: bringing back our manufacturing jobs, expanding American agriculture, protecting intellectual property, and ensuring that more cars are proudly stamped with four beautiful words: made in the USA.",False,False,False,"['u.s.-mexico-canada agreement', 'usmca', 'nafta', 'american workers', 'american agriculture', 'intellectual property', 'beautiful words', 'usa']",[],[],"trade, jobs"
